timestamp_utc,action_kw,actual_kw,charge_ac_kwh,discharge_ac_kwh,loss_kwh,soc_kwh,soc_fraction,capacity_kwh
2024-09-10 13:15:00+00:00,9.221,9.221,2.305,0.000,0.092,30.743,0.628,48.954
2024-09-10 13:30:00+00:00,3.998,3.998,1.000,0.000,0.040,31.703,0.648,48.954
2024-09-10 13:45:00+00:00,7.681,7.681,1.920,0.000,0.077,33.546,0.685,48.954
2024-09-10 14:00:00+00:00,8.480,8.480,2.120,0.000,0.085,35.581,0.727,48.954
2024-09-10 14:15:00+00:00,16.474,16.474,4.119,0.000,0.165,39.535,0.808,48.954
2024-09-10 14:30:00+00:00,13.330,13.330,3.333,0.000,0.133,42.734,0.873,48.954
2024-09-10 14:45:00+00:00,5.425,5.425,1.356,0.000,0.054,44.036,0.900,48.954
2024-09-10 15:00:00+00:00,2.337,2.337,0.584,0.000,0.023,44.597,0.911,48.954
2024-09-10 15:15:00+00:00,-0.923,-0.923,0.000,0.231,0.010,44.357,0.906,48.954
2024-09-10 15:30:00+00:00,-0.357,-0.357,0.000,0.089,0.004,44.264,0.904,48.954
2024-09-10 15:45:00+00:00,2.251,2.251,0.563,0.000,0.023,44.804,0.915,48.954
2024-09-10 16:00:00+00:00,7.092,7.092,1.773,0.000,0.071,46.506,0.950,48.954
2024-09-10 16:15:00+00:00,-1.051,-1.051,0.000,0.263,0.011,46.232,0.944,48.954
2024-09-10 16:30:00+00:00,-2.763,-2.763,0.000,0.691,0.029,45.513,0.930,48.954
2024-09-10 16:45:00+00:00,-3.701,-3.701,0.000,0.925,0.039,44.549,0.910,48.954
2024-09-10 17:00:00+00:00,-4.054,-4.054,0.000,1.014,0.042,43.493,0.888,48.954
2024-09-10 17:15:00+00:00,-4.158,-4.158,0.000,1.039,0.043,42.411,0.866,48.954
2024-09-10 17:30:00+00:00,-5.015,-5.015,0.000,1.254,0.052,41.105,0.840,48.954
2024-09-10 17:45:00+00:00,-4.935,-4.935,0.000,1.234,0.051,39.820,0.813,48.954
2024-09-10 18:00:00+00:00,-4.985,-4.985,0.000,1.246,0.052,38.521,0.787,48.954
2024-09-10 18:15:00+00:00,-5.000,-5.000,0.000,1.250,0.052,37.219,0.760,48.954
2024-09-10 18:30:00+00:00,-4.830,-4.830,0.000,1.208,0.050,35.961,0.735,48.954
2024-09-10 18:45:00+00:00,-4.895,-4.895,0.000,1.224,0.051,34.687,0.709,48.954
2024-09-10 19:00:00+00:00,-5.130,-5.130,0.000,1.282,0.053,33.351,0.681,48.954
2024-09-10 19:15:00+00:00,-5.110,-5.110,0.000,1.278,0.053,32.020,0.654,48.954
2024-09-10 19:30:00+00:00,-5.400,-5.400,0.000,1.350,0.056,30.614,0.625,48.954
2024-09-10 19:45:00+00:00,-5.225,-5.225,0.000,1.306,0.054,29.253,0.598,48.954
2024-09-10 20:00:00+00:00,-5.555,-5.555,0.000,1.389,0.058,27.807,0.568,48.954
2024-09-10 20:15:00+00:00,-5.465,-5.465,0.000,1.366,0.057,26.383,0.539,48.954
2024-09-10 20:30:00+00:00,-5.055,-5.055,0.000,1.264,0.053,25.067,0.512,48.954
2024-09-10 20:45:00+00:00,-4.885,-4.885,0.000,1.221,0.051,23.795,0.486,48.954
2024-09-10 21:00:00+00:00,-5.545,-5.545,0.000,1.386,0.058,22.351,0.457,48.954
2024-09-10 21:15:00+00:00,-5.340,-5.340,0.000,1.335,0.056,20.960,0.428,48.954
2024-09-10 21:30:00+00:00,-5.430,-5.430,0.000,1.357,0.057,19.546,0.399,48.954
2024-09-10 21:45:00+00:00,-5.070,-5.070,0.000,1.268,0.053,18.226,0.372,48.954
2024-09-10 22:00:00+00:00,-4.350,-4.350,0.000,1.087,0.045,17.093,0.349,48.954
2024-09-10 22:15:00+00:00,-4.220,-4.220,0.000,1.055,0.044,15.994,0.327,48.954
2024-09-10 22:30:00+00:00,-3.645,-3.645,0.000,0.911,0.038,15.045,0.307,48.954
2024-09-10 22:45:00+00:00,-3.140,-3.140,0.000,0.785,0.033,14.227,0.291,48.954
2024-09-10 23:00:00+00:00,-3.365,-3.365,0.000,0.841,0.035,13.351,0.273,48.954
2024-09-10 23:15:00+00:00,-3.420,-3.420,0.000,0.855,0.036,12.460,0.255,48.954
2024-09-10 23:30:00+00:00,-2.900,-2.900,0.000,0.725,0.030,11.705,0.239,48.954
2024-09-10 23:45:00+00:00,-2.210,-2.210,0.000,0.552,0.023,11.129,0.227,48.954
2024-09-11 00:00:00+00:00,-2.100,-2.100,0.000,0.525,0.022,10.583,0.216,48.954
2024-09-11 00:15:00+00:00,-2.030,-2.030,0.000,0.507,0.021,10.054,0.205,48.954
2024-09-11 00:30:00+00:00,-1.830,-1.830,0.000,0.458,0.019,9.577,0.196,48.954
2024-09-11 00:45:00+00:00,-1.175,-1.175,0.000,0.294,0.012,9.271,0.189,48.954
2024-09-11 01:00:00+00:00,-1.185,-1.185,0.000,0.296,0.012,8.963,0.183,48.954
2024-09-11 01:15:00+00:00,-1.080,-1.080,0.000,0.270,0.011,8.682,0.177,48.954
2024-09-11 01:30:00+00:00,-1.410,-1.410,0.000,0.352,0.015,8.314,0.170,48.954
2024-09-11 01:45:00+00:00,-1.430,-1.430,0.000,0.357,0.015,7.942,0.162,48.954
2024-09-11 02:00:00+00:00,-1.125,-1.125,0.000,0.281,0.012,7.649,0.156,48.954
2024-09-11 02:15:00+00:00,-1.360,-1.360,0.000,0.340,0.014,7.295,0.149,48.954
2024-09-11 02:30:00+00:00,-2.050,-2.050,0.000,0.512,0.021,6.761,0.138,48.954
2024-09-11 02:45:00+00:00,-2.265,-2.265,0.000,0.566,0.024,6.171,0.126,48.954
2024-09-11 03:00:00+00:00,-1.740,-1.740,0.000,0.435,0.018,5.718,0.117,48.954
2024-09-11 03:15:00+00:00,-1.665,-1.665,0.000,0.416,0.017,5.284,0.108,48.954
2024-09-11 03:30:00+00:00,-1.515,-1.515,0.000,0.379,0.016,4.890,0.100,48.954
2024-09-11 03:45:00+00:00,-1.365,-1.365,0.000,0.341,0.014,4.534,0.093,48.954
2024-09-11 04:00:00+00:00,-1.405,-1.405,0.000,0.351,0.015,4.168,0.085,48.954
2024-09-11 04:15:00+00:00,-1.530,-1.530,0.000,0.383,0.016,3.770,0.077,48.954
2024-09-11 04:30:00+00:00,-1.995,-1.995,0.000,0.499,0.021,3.251,0.066,48.954
2024-09-11 04:45:00+00:00,-1.945,-1.945,0.000,0.486,0.020,2.744,0.056,48.954
2024-09-11 05:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.744,0.056,48.954
2024-09-11 05:15:00+00:00,-1.138,-1.138,0.000,0.284,0.012,2.448,0.050,48.954
2024-09-11 05:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-11 05:45:00+00:00,1.035,1.035,0.259,0.000,0.010,2.696,0.055,48.954
2024-09-11 06:00:00+00:00,4.024,4.024,1.006,0.000,0.040,3.662,0.075,48.954
2024-09-11 06:15:00+00:00,7.714,7.714,1.929,0.000,0.077,5.513,0.113,48.954
2024-09-11 06:30:00+00:00,7.517,7.517,1.879,0.000,0.075,7.317,0.149,48.954
2024-09-11 06:45:00+00:00,8.072,8.072,2.018,0.000,0.081,9.255,0.189,48.954
2024-09-11 07:00:00+00:00,13.448,13.448,3.362,0.000,0.134,12.482,0.255,48.954
2024-09-11 07:15:00+00:00,14.889,14.889,3.722,0.000,0.149,16.055,0.328,48.954
2024-09-11 07:30:00+00:00,12.405,12.405,3.101,0.000,0.124,19.033,0.389,48.954
2024-09-11 07:45:00+00:00,12.920,12.920,3.230,0.000,0.129,22.133,0.452,48.954
2024-09-11 08:00:00+00:00,20.747,20.747,5.187,0.000,0.207,27.113,0.554,48.954
2024-09-11 08:15:00+00:00,12.858,12.858,3.214,0.000,0.129,30.199,0.617,48.954
2024-09-11 08:30:00+00:00,6.300,6.300,1.575,0.000,0.063,31.711,0.648,48.954
2024-09-11 08:45:00+00:00,1.902,1.902,0.476,0.000,0.019,32.167,0.657,48.954
2024-09-11 09:00:00+00:00,2.325,2.325,0.581,0.000,0.023,32.725,0.668,48.954
2024-09-11 09:15:00+00:00,4.484,4.484,1.121,0.000,0.045,33.801,0.690,48.954
2024-09-11 09:30:00+00:00,4.466,4.466,1.116,0.000,0.045,34.873,0.712,48.954
2024-09-11 09:45:00+00:00,-0.483,-0.483,0.000,0.121,0.005,34.747,0.710,48.954
2024-09-11 10:00:00+00:00,1.856,1.856,0.464,0.000,0.019,35.193,0.719,48.954
2024-09-11 10:15:00+00:00,1.599,1.599,0.400,0.000,0.016,35.577,0.727,48.954
2024-09-11 10:30:00+00:00,1.175,1.175,0.294,0.000,0.012,35.859,0.732,48.954
2024-09-11 10:45:00+00:00,1.667,1.667,0.417,0.000,0.017,36.259,0.741,48.954
2024-09-11 11:00:00+00:00,-0.125,-0.125,0.000,0.031,0.001,36.226,0.740,48.954
2024-09-11 11:15:00+00:00,-1.193,-1.193,0.000,0.298,0.012,35.915,0.734,48.954
2024-09-11 11:30:00+00:00,-1.163,-1.163,0.000,0.291,0.012,35.613,0.727,48.954
2024-09-11 11:45:00+00:00,-0.766,-0.766,0.000,0.192,0.008,35.413,0.723,48.954
2024-09-11 12:00:00+00:00,1.396,1.396,0.349,0.000,0.014,35.748,0.730,48.954
2024-09-11 12:15:00+00:00,0.810,0.810,0.203,0.000,0.008,35.942,0.734,48.954
2024-09-11 12:30:00+00:00,-0.900,-0.900,0.000,0.225,0.009,35.708,0.729,48.954
2024-09-11 12:45:00+00:00,-0.121,-0.121,0.000,0.030,0.001,35.676,0.729,48.954
2024-09-11 13:00:00+00:00,0.257,0.257,0.064,0.000,0.003,35.738,0.730,48.954
2024-09-11 13:15:00+00:00,-0.461,-0.461,0.000,0.115,0.005,35.618,0.728,48.954
2024-09-11 13:30:00+00:00,-0.802,-0.802,0.000,0.201,0.008,35.409,0.723,48.954
2024-09-11 13:45:00+00:00,0.215,0.215,0.054,0.000,0.002,35.461,0.724,48.954
2024-09-11 14:00:00+00:00,0.423,0.423,0.106,0.000,0.004,35.562,0.726,48.954
2024-09-11 14:15:00+00:00,0.037,0.037,0.009,0.000,0.000,35.571,0.727,48.954
2024-09-11 14:30:00+00:00,0.118,0.118,0.030,0.000,0.001,35.599,0.727,48.954
2024-09-11 14:45:00+00:00,-0.418,-0.418,0.000,0.104,0.004,35.491,0.725,48.954
2024-09-11 15:00:00+00:00,-0.447,-0.447,0.000,0.112,0.005,35.374,0.723,48.954
2024-09-11 15:15:00+00:00,-2.057,-2.057,0.000,0.514,0.021,34.839,0.712,48.954
2024-09-11 15:30:00+00:00,-2.777,-2.777,0.000,0.694,0.029,34.115,0.697,48.954
2024-09-11 15:45:00+00:00,-3.074,-3.074,0.000,0.768,0.032,33.315,0.681,48.954
2024-09-11 16:00:00+00:00,-3.514,-3.514,0.000,0.878,0.037,32.400,0.662,48.954
2024-09-11 16:15:00+00:00,-3.792,-3.792,0.000,0.948,0.039,31.412,0.642,48.954
2024-09-11 16:30:00+00:00,-4.180,-4.180,0.000,1.045,0.044,30.324,0.619,48.954
2024-09-11 16:45:00+00:00,-4.351,-4.351,0.000,1.088,0.045,29.191,0.596,48.954
2024-09-11 17:00:00+00:00,-5.062,-5.062,0.000,1.266,0.053,27.873,0.569,48.954
2024-09-11 17:15:00+00:00,-4.878,-4.878,0.000,1.220,0.051,26.602,0.543,48.954
2024-09-11 17:30:00+00:00,-5.135,-5.135,0.000,1.284,0.053,25.265,0.516,48.954
2024-09-11 17:45:00+00:00,-5.180,-5.180,0.000,1.295,0.054,23.916,0.489,48.954
2024-09-11 18:00:00+00:00,-4.800,-4.800,0.000,1.200,0.050,22.666,0.463,48.954
2024-09-11 18:15:00+00:00,-4.700,-4.700,0.000,1.175,0.049,21.442,0.438,48.954
2024-09-11 18:30:00+00:00,-4.945,-4.945,0.000,1.236,0.052,20.154,0.412,48.954
2024-09-11 18:45:00+00:00,-5.120,-5.120,0.000,1.280,0.053,18.821,0.384,48.954
2024-09-11 19:00:00+00:00,-4.765,-4.765,0.000,1.191,0.050,17.580,0.359,48.954
2024-09-11 19:15:00+00:00,-4.675,-4.675,0.000,1.169,0.049,16.363,0.334,48.954
2024-09-11 19:30:00+00:00,-4.875,-4.875,0.000,1.219,0.051,15.093,0.308,48.954
2024-09-11 19:45:00+00:00,-5.010,-5.010,0.000,1.252,0.052,13.788,0.282,48.954
2024-09-11 20:00:00+00:00,-4.740,-4.740,0.000,1.185,0.049,12.554,0.256,48.954
2024-09-11 20:15:00+00:00,-4.545,-4.545,0.000,1.136,0.047,11.370,0.232,48.954
2024-09-11 20:30:00+00:00,-4.730,-4.730,0.000,1.183,0.049,10.139,0.207,48.954
2024-09-11 20:45:00+00:00,-5.305,-5.305,0.000,1.326,0.055,8.757,0.179,48.954
2024-09-11 21:00:00+00:00,-5.420,-5.420,0.000,1.355,0.056,7.346,0.150,48.954
2024-09-11 21:15:00+00:00,-5.175,-5.175,0.000,1.294,0.054,5.998,0.123,48.954
2024-09-11 21:30:00+00:00,-5.150,-5.150,0.000,1.288,0.054,4.657,0.095,48.954
2024-09-11 21:45:00+00:00,-5.005,-5.005,0.000,1.251,0.052,3.354,0.069,48.954
2024-09-11 22:00:00+00:00,-3.478,-3.478,0.000,0.870,0.036,2.448,0.050,48.954
2024-09-11 22:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-11 22:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-11 22:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-11 23:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-11 23:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-11 23:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-11 23:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 00:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 00:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 00:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 00:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 01:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 01:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 01:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 01:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 02:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 02:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 02:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 02:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 03:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 03:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 03:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 03:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 04:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 04:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 04:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 04:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 05:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 05:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 05:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 05:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 06:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 06:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 06:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 07:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 07:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 07:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 07:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 08:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 08:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 08:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 08:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 09:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 09:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 09:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 09:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 10:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 10:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 10:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 10:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 11:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 11:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-12 11:30:00+00:00,10.404,10.404,2.601,0.000,0.104,4.945,0.101,48.954
2024-09-12 11:45:00+00:00,8.622,8.622,2.156,0.000,0.086,7.014,0.143,48.954
2024-09-12 12:00:00+00:00,7.858,7.858,1.964,0.000,0.079,8.900,0.182,48.954
2024-09-12 12:15:00+00:00,16.122,16.122,4.030,0.000,0.161,12.769,0.261,48.954
2024-09-12 12:30:00+00:00,19.428,19.428,4.857,0.000,0.194,17.432,0.356,48.954
2024-09-12 12:45:00+00:00,21.216,21.216,5.304,0.000,0.212,22.524,0.460,48.954
2024-09-12 13:00:00+00:00,17.731,17.731,4.433,0.000,0.177,26.779,0.547,48.954
2024-09-12 13:15:00+00:00,20.170,20.170,5.042,0.000,0.202,31.620,0.646,48.954
2024-09-12 13:30:00+00:00,18.445,18.445,4.611,0.000,0.184,36.046,0.736,48.954
2024-09-12 13:45:00+00:00,13.697,13.697,3.424,0.000,0.137,39.334,0.803,48.954
2024-09-12 14:00:00+00:00,9.739,9.739,2.435,0.000,0.097,41.671,0.851,48.954
2024-09-12 14:15:00+00:00,6.745,6.745,1.686,0.000,0.067,43.290,0.884,48.954
2024-09-12 14:30:00+00:00,5.922,5.922,1.481,0.000,0.059,44.711,0.913,48.954
2024-09-12 14:45:00+00:00,5.455,5.455,1.364,0.000,0.055,46.020,0.940,48.954
2024-09-12 15:00:00+00:00,2.023,2.023,0.506,0.000,0.020,46.506,0.950,48.954
2024-09-12 15:15:00+00:00,-0.921,-0.921,0.000,0.230,0.010,46.266,0.945,48.954
2024-09-12 15:30:00+00:00,-2.311,-2.311,0.000,0.578,0.024,45.664,0.933,48.954
2024-09-12 15:45:00+00:00,-1.949,-1.949,0.000,0.487,0.020,45.157,0.922,48.954
2024-09-12 16:00:00+00:00,-1.818,-1.818,0.000,0.455,0.019,44.683,0.913,48.954
2024-09-12 16:15:00+00:00,-3.621,-3.621,0.000,0.905,0.038,43.740,0.894,48.954
2024-09-12 16:30:00+00:00,-4.895,-4.895,0.000,1.224,0.051,42.466,0.867,48.954
2024-09-12 16:45:00+00:00,-5.105,-5.105,0.000,1.276,0.053,41.136,0.840,48.954
2024-09-12 17:00:00+00:00,-4.885,-4.885,0.000,1.221,0.051,39.864,0.814,48.954
2024-09-12 17:15:00+00:00,-4.605,-4.605,0.000,1.151,0.048,38.665,0.790,48.954
2024-09-12 17:30:00+00:00,-4.650,-4.650,0.000,1.163,0.048,37.454,0.765,48.954
2024-09-12 17:45:00+00:00,-5.030,-5.030,0.000,1.258,0.052,36.144,0.738,48.954
2024-09-12 18:00:00+00:00,-5.180,-5.180,0.000,1.295,0.054,34.795,0.711,48.954
2024-09-12 18:15:00+00:00,-4.840,-4.840,0.000,1.210,0.050,33.535,0.685,48.954
2024-09-12 18:30:00+00:00,-4.865,-4.865,0.000,1.216,0.051,32.268,0.659,48.954
2024-09-12 18:45:00+00:00,-5.020,-5.020,0.000,1.255,0.052,30.960,0.632,48.954
2024-09-12 19:00:00+00:00,-5.145,-5.145,0.000,1.286,0.054,29.620,0.605,48.954
2024-09-12 19:15:00+00:00,-4.985,-4.985,0.000,1.246,0.052,28.322,0.579,48.954
2024-09-12 19:30:00+00:00,-5.030,-5.030,0.000,1.258,0.052,27.012,0.552,48.954
2024-09-12 19:45:00+00:00,-4.795,-4.795,0.000,1.199,0.050,25.764,0.526,48.954
2024-09-12 20:00:00+00:00,-4.510,-4.510,0.000,1.127,0.047,24.589,0.502,48.954
2024-09-12 20:15:00+00:00,-4.485,-4.485,0.000,1.121,0.047,23.421,0.478,48.954
2024-09-12 20:30:00+00:00,-4.585,-4.585,0.000,1.146,0.048,22.227,0.454,48.954
2024-09-12 20:45:00+00:00,-4.410,-4.410,0.000,1.103,0.046,21.079,0.431,48.954
2024-09-12 21:00:00+00:00,-4.105,-4.105,0.000,1.026,0.043,20.010,0.409,48.954
2024-09-12 21:15:00+00:00,-4.235,-4.235,0.000,1.059,0.044,18.907,0.386,48.954
2024-09-12 21:30:00+00:00,-4.830,-4.830,0.000,1.208,0.050,17.649,0.361,48.954
2024-09-12 21:45:00+00:00,-4.590,-4.590,0.000,1.147,0.048,16.454,0.336,48.954
2024-09-12 22:00:00+00:00,-5.150,-5.150,0.000,1.288,0.054,15.113,0.309,48.954
2024-09-12 22:15:00+00:00,-4.695,-4.695,0.000,1.174,0.049,13.890,0.284,48.954
2024-09-12 22:30:00+00:00,-4.490,-4.490,0.000,1.123,0.047,12.721,0.260,48.954
2024-09-12 22:45:00+00:00,-4.385,-4.385,0.000,1.096,0.046,11.579,0.237,48.954
2024-09-12 23:00:00+00:00,-5.230,-5.230,0.000,1.308,0.054,10.217,0.209,48.954
2024-09-12 23:15:00+00:00,-4.790,-4.790,0.000,1.198,0.050,8.969,0.183,48.954
2024-09-12 23:30:00+00:00,-4.075,-4.075,0.000,1.019,0.042,7.908,0.162,48.954
2024-09-12 23:45:00+00:00,-4.025,-4.025,0.000,1.006,0.042,6.860,0.140,48.954
2024-09-13 00:00:00+00:00,-4.115,-4.115,0.000,1.029,0.043,5.788,0.118,48.954
2024-09-13 00:15:00+00:00,-3.685,-3.685,0.000,0.921,0.038,4.829,0.099,48.954
2024-09-13 00:30:00+00:00,-3.660,-3.660,0.000,0.915,0.038,3.876,0.079,48.954
2024-09-13 00:45:00+00:00,-3.370,-3.370,0.000,0.843,0.035,2.998,0.061,48.954
2024-09-13 01:00:00+00:00,-2.114,-2.114,0.000,0.528,0.022,2.448,0.050,48.954
2024-09-13 01:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 01:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 01:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 02:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 02:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 02:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 02:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 03:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 03:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 03:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 03:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 04:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 04:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 04:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 04:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 05:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 05:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 05:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 05:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 06:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.448,0.050,48.954
2024-09-13 06:30:00+00:00,0.177,0.177,0.044,0.000,0.002,2.490,0.051,48.954
2024-09-13 06:45:00+00:00,1.121,1.121,0.280,0.000,0.011,2.759,0.056,48.954
2024-09-13 07:00:00+00:00,0.957,0.957,0.239,0.000,0.010,2.989,0.061,48.954
2024-09-13 07:15:00+00:00,-0.108,-0.108,0.000,0.027,0.001,2.961,0.060,48.954
2024-09-13 07:30:00+00:00,0.079,0.079,0.020,0.000,0.001,2.979,0.061,48.954
2024-09-13 07:45:00+00:00,1.057,1.057,0.264,0.000,0.011,3.233,0.066,48.954
2024-09-13 08:00:00+00:00,2.849,2.849,0.712,0.000,0.028,3.917,0.080,48.954
2024-09-13 08:15:00+00:00,4.814,4.814,1.203,0.000,0.048,5.072,0.104,48.954
2024-09-13 08:30:00+00:00,7.427,7.427,1.857,0.000,0.074,6.855,0.140,48.954
2024-09-13 08:45:00+00:00,7.349,7.349,1.837,0.000,0.073,8.618,0.176,48.954
2024-09-13 09:00:00+00:00,8.950,8.950,2.238,0.000,0.090,10.766,0.220,48.954
2024-09-13 09:15:00+00:00,7.538,7.538,1.884,0.000,0.075,12.575,0.257,48.954
2024-09-13 09:30:00+00:00,6.820,6.820,1.705,0.000,0.068,14.212,0.290,48.954
2024-09-13 09:45:00+00:00,5.795,5.795,1.449,0.000,0.058,15.603,0.319,48.954
2024-09-13 10:00:00+00:00,5.972,5.972,1.493,0.000,0.060,17.036,0.348,48.954
2024-09-13 10:15:00+00:00,4.847,4.847,1.212,0.000,0.048,18.200,0.372,48.954
2024-09-13 10:30:00+00:00,4.024,4.024,1.006,0.000,0.040,19.165,0.392,48.954
